Time,Talign,B,Location,Source,Dataset ,Notes,Species,Interval,Relative,DensityCon,Full_census,Census_keep,Census_notes,Time_collected,Dead_trees
1660,1660,2.600472813,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1680,1680,3.78250591,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1700,1700,4.255319149,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1720,1720,3.78250591,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1740,1740,5.200945626,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1760,1760,5.200945626,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1780,1780,3.78250591,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1800,1800,1.891252955,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1820,1820,4.728132388,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1840,1840,8.274231678,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1860,1860,12.05673759,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1880,1880,32.86052009,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1900,1900,43.49881797,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1920,1920,33.33333333,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1940,1940,24.58628842,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1960,1960,21.9858156,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1980,1980,22.93144208,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
2000,2000,14.89361702,"Anderson Mesa, AZ",Landis and Bailey 2005,13,Sandstone Soil,JuOs,20,1,2.34,y,n,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1760,1760,0.705882353,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1780,1780,0,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1800,1800,0,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1820,1820,1.882352941,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1840,1840,0,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1860,1860,0.941176471,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1880,1880,1.882352941,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1900,1900,1.882352941,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1920,1920,1.176470588,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1940,1940,3.058823529,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1960,1960,6.823529412,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1980,1980,3.529411765,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
2000,2000,1.647058824,"Anderson Mesa, AZ",Landis and Bailey 2005,14,Sandstone Soil,PiEd,20,1,2.34,y,n,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1420,1420,0.41906121,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1440,1440,0,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1460,1460,0,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1480,1480,0.663134,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1500,1500,0.67072569,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1520,1520,0,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1540,1540,0.68970491,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1560,1560,0.47486012,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1580,1580,0.70299037,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1600,1600,2.24941734,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1620,1620,0.9387123,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1640,1640,2.0455805,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1660,1660,2.71288993,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1680,1680,2.94064059,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1700,1700,10.421111,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1720,1720,11.9675379,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1740,1740,19.4480083,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1760,1760,20.9944353,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1780,1780,20.5628478,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1800,1800,31.7799473,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1820,1820,34.8640708,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1840,1840,36.8504361,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1860,1860,50.4847293,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1880,1880,50.4927006,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1900,1900,51.5995688,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1920,1920,54.0251133,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1940,1940,26.7804408,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1960,1960,76.6783326,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1980,1980,120,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
2000,2000,43.5075879,"Anderson Mesa, AZ",Landis and Bailey 2005,15,Limestone Soil ,JuOs,20,1,2.34,y,n,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1700,1700,0.785961443,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1720,1720,1.217536788,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1740,1740,0.989391232,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1760,1760,1.201566599,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1780,1780,2.731662801,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1800,1800,5.800600783,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1820,1820,5.792615689,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1840,1840,6.883531693,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1860,1860,15.22719495,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1880,1880,28.40640329,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1900,1900,43.56287311,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1920,1920,42.01642648,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1940,1940,24.86558424,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1960,1960,65.73672003,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1980,1980,63.31115252,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,y,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
2000,2000,67.91893228,"Anderson Mesa, AZ",Landis and Bailey 2005,16,Limestone Soil ,PiEd,20,1,2.34,y,n,"if large number of pinyon seedlings were present they were lumped into youngest size class. All others were cut. Plot area is 2.34 ha, values reported are per ha, so density coversion is 2.34",2002,"Recent dead yes, occurred year after a bark beetle mortality event. Unclear if old dead were included"
1300,1300,2.381626487,"Dominguez WSA, Uncompaghre Plateau, CO",Eisenhart 2004,17,"No saplings less than two meters tall, which causes tree ages after 1900 to be truncated. Live and dead.",PiEd,20,0,1,n,y,trees taller than 2m,2002,n
1320,1320,0,"Dominguez WSA, Uncompaghre Plateau, CO",Eisenhart 2004,17,"No saplings less than two meters tall, which causes tree ages after 1900 to be truncated. Live and dead.",PiEd,20,0,1,n,y,trees taller than 2m,2002,n
1340,1340,2.75602696,"Dominguez WSA, Uncompaghre Plateau, CO",Eisenhart 2004,17,"No saplings less than two meters tall, which causes tree ages after 1900 to be truncated. Live and dead.",PiEd,20,0,1,n,y,trees taller than 2m,2002,n
1360,1360,0,"Dominguez WSA, Uncompaghre Plateau, CO",Eisenhart 2004,17,"No saplings less than two meters tall, which causes tree ages after 1900 to be truncated. Live and dead.",PiEd,20,0,1,n,y,trees taller than 2m,2002,n
1380,1380,3.964588307,"Dominguez WSA, Uncompaghre Plateau, CO",Eisenhart 2004,17,"No saplings less than two meters tall, which causes tree ages after 1900 to be truncated. Live and dead.",PiEd,20,0,1,n,y,trees taller than 2m,2002,n
1400,1400,3.943459612,"Dominguez WSA, Uncompaghre Plateau, CO",Eisenhart 2004,17,"No saplings less than two meters tall, which causes tree ages after 1900 to be truncated. Live and dead.",PiEd,20,0,1,n,y,trees taller than 2m,2002,n
